TravelTimeCode,SegmentLength,DIRAADT,LOTTRAMP,LOTTRMIDD,LOTTRPMP,TTTRAMP,TTTRMIDD,TTTRPMP,TTTRWE,TTTROVN,PHED,geometry,year
110P04771,0.591,11213,1.05,1.04,1.04,1.14,1.12,1.11,1.11,1.16,13.339,"LINESTRING (-77.31855 37.26462, -77.31871 37.26473, -77.31974 37.26536, -77.32136 37.26635, -77.32158 37.26648, -77.32198 37.26673, -77.32215 37.26683, -77.32277 37.26722, -77.32399 37.26797, -77.32413 37.26806, -77.32527 37.26875, -77.32589 37.26913, -77.32602 37.26922, -77.32647 37.2695, -77.32653 37.26954, -77.32703 37.26988)",2021
110-04826,0.715,26627,1.02,1.02,1.03,1.06,1.05,1.08,1.09,1.1,863.666,"LINESTRING (-77.43128 37.20093, -77.43157 37.20105, -77.43186 37.20117, -77.43224 37.20134, -77.43246 37.20143, -77.43312 37.20169, -77.43357 37.20184, -77.43401 37.20196, -77.43447 37.20205, -77.43497 37.20211, -77.43555 37.20214, -77.43585 37.20214, -77.43628 37.20213, -77.43677 37.20209, -77.43714 37.20204, -77.43756 37.20196, -77.43809 37.20182, -77.43867 37.20163, -77.4393 37.20137, -77.44008 37.20104, -77.44066 37.20078, -77.44119 37.20055, -77.44157 37.20041, -77.44193 37.20028, -77.44234 37.20016, -77.44281 37.20006, -77.44339 37.19997)",2021
110+16029,2.94,17602,1.02,1.03,1.03,1.06,1.05,1.07,1.07,1.09,,"LINESTRING (-77.32703 37.26988, -77.32727 37.27006, -77.32758 37.27029, -77.32781 37.27049, -77.32807 37.27075, -77.32817 37.27084, -77.32839 37.27107, -77.32877 37.27152, -77.32909 37.27197, -77.32921 37.27217, -77.32935 37.27239, -77.32939 37.27245, -77.32949 37.27265, -77.32964 37.27295, -77.32985 37.27341, -77.33001 37.27397, -77.33011 37.27436, -77.33017 37.27461, -77.33023 37.27507, -77.33025 37.27558, -77.33025 37.27601, -77.33021 37.27641, -77.3301 37.2771, -77.32996 37.27791, -77.32979 37.27884, -77.32962 37.27983, -77.32944 37.28073, -77.32934 37.28133, -77.32895 37.28355, -77.32871 37.28493, -77.32855 37.28588, -77.32837 37.28689, -77.32829 37.28734, -77.32822 37.28778, -77.32817 37.28823, -77.32815 37.28873, -77.32816 37.28918, -77.32818 37.28946, -77.32826 37.29006, -77.32843 37.29076, -77.32863 37.29135, -77.32887 37.29193, -77.32907 37.29233, -77.32937 37.29282, -77.32944 37.29294, -77.32978 37.29347, -77.33036 37.29426, -77.3311 37.29531, -77.33162 37.29604, -77.33357 37.2988, -77.33425 37.29975, -77.33523 37.30114, -77.33621 37.30255, -77.33643 37.30288, -77.3367 37.30335, -77.33688 37.30371, -77.33702 37.30408, -77.33715 37.30445, -77.33724 37.30478, -77.33732 37.30516, -77.33738 37.30554, -77.33741 37.30584, -77.33743 37.30627, -77.33742 37.30667, -77.33739 37.30699, -77.33734 37.30734, -77.33727 37.30771, -77.33718 37.30811, -77.33703 37.30853, -77.3368 37.30915, -77.33656 37.30976)",2021
110P16029,0.415,17711,1.03,1.03,1.03,1.05,1.05,1.06,1.07,1.08,,"LINESTRING (-77.33656 37.30976, -77.33632 37.31033, -77.33607 37.31096, -77.3359 37.31138, -77.33571 37.31188, -77.33455 37.31478, -77.33428 37.31548)",2021
110+04773,3.893,20152,1.02,1.02,1.02,1.06,1.06,1.07,1.08,1.1,142.625,"LINESTRING (-77.33385 37.34769, -77.33383 37.34829, -77.33382 37.34887, -77.33385 37.34918, -77.33389 37.3495, -77.33397 37.34993, -77.33407 37.35049, -77.33424 37.35104, -77.33438 37.35145, -77.33456 37.35189, -77.33478 37.35234, -77.33499 37.35275, -77.33532 37.35327, -77.33558 37.35365, -77.33586 37.35404, -77.3364 37.3547, -77.33705 37.35548, -77.33739 37.35589, -77.33782 37.35641, -77.33828 37.35695, -77.33858 37.35731, -77.33933 37.3582, -77.34025 37.35931, -77.34088 37.36008, -77.3412 37.36047, -77.34166 37.36103, -77.34215 37.3616, -77.3426 37.36214, -77.34284 37.36247, -77.34324 37.36303, -77.34363 37.36364, -77.34394 37.36417, -77.3441 37.36447, -77.34427 37.3648, -77.34452 37.36535, -77.34463 37.36563, -77.34471 37.36584, -77.34474 37.36591, -77.34483 37.3662, -77.34495 37.36655, -77.34512 37.36718, -77.34524 37.36775, -77.34533 37.36828, -77.34537 37.36853, -77.34539 37.3687, -77.34546 37.36943, -77.34551 37.37009, -77.34556 37.37074, -77.34561 37.37151, -77.34568 37.37249, -77.34573 37.37327, -77.3458 37.37424, -77.34586 37.37511, -77.34592 37.37597, -77.34599 37.37688, -77.34605 37.37778, -77.3461 37.37849, -77.34617 37.37952, -77.34623 37.38046, -77.34667 37.38652, -77.34675 37.38784, -77.34681 37.38872, -77.34684 37.38941, -77.34683 37.39012, -77.34678 37.39071, -77.34669 37.39139, -77.34649 37.39233, -77.34623 37.39324, -77.34597 37.39394, -77.34562 37.39482, -77.34528 37.39564, -77.34497 37.39637, -77.34469 37.39704, -77.34434 37.39788, -77.34406 37.39857, -77.34384 37.39911, -77.34371 37.39945, -77.34365 37.39964, -77.34341 37.40032, -77.34314 37.40117, -77.34287 37.40201, -77.34268 37.40275, -77.34247 37.40368, -77.34228 37.40461, -77.34213 37.40544, -77.34203 37.40622, -77.34192 37.40731, -77.34185 37.40813, -77.34181 37.40885, -77.34181 37.40963, -77.34182 37.41068, -77.34187 37.4117, -77.34196 37.41277, -77.34203 37.41343, -77.34209 37.41397, -77.34226 37.41492, -77.34246 37.41602, -77.34255 37.41652, -77.34274 37.41763, -77.34292 37.41858, -77.34306 37.41943, -77.34314 37.42012, -77.34319 37.42078, -77.34319 37.42134, -77.34317 37.42186, -77.3431 37.4225, -77.34298 37.42317, -77.34283 37.4238, -77.34258 37.42458, -77.34233 37.4252, -77.34213 37.42566, -77.34193 37.42605, -77.34157 37.42666, -77.34111 37.42735, -77.34068 37.42793, -77.33998 37.42874, -77.33955 37.42928, -77.33863 37.43039, -77.33791 37.43122, -77.33752 37.43168, -77.33729 37.43196, -77.33719 37.43207, -77.33692 37.4324, -77.33656 37.43283)",2021
110N04826,0.119,26627,1.02,1.02,1.03,1.06,1.05,1.08,1.09,1.1,125.632,"LINESTRING (-77.44339 37.19997, -77.44553 37.19968)",2021
110N05441,0.162,26627,1.02,1.02,1.03,1.06,1.06,1.08,1.09,1.11,,"LINESTRING (-77.44553 37.19968, -77.44721 37.19945, -77.44782 37.19936, -77.44844 37.19929)",2021
110-05440,0.567,26627,1.03,1.03,1.04,1.08,1.07,1.1,1.11,1.13,135.583,"LINESTRING (-77.44844 37.19929, -77.4491 37.19925, -77.4501 37.19921, -77.45107 37.1992, -77.45138 37.1992, -77.45297 37.1992, -77.4545 37.1992, -77.4549 37.1992, -77.45622 37.19919, -77.45749 37.19919, -77.4584 37.1992, -77.45874 37.19919)",2021
110N05440,0.47,26627,1.03,1.02,1.03,1.09,1.08,1.1,1.11,1.14,104.572,"LINESTRING (-77.45874 37.19919, -77.46065 37.19923, -77.46125 37.19924, -77.46144 37.19925, -77.46183 37.19927, -77.46239 37.19929, -77.46272 37.1993, -77.46277 37.1993, -77.46305 37.19931, -77.4631 37.19931, -77.46335 37.19932, -77.46366 37.19933, -77.46525 37.19935, -77.46683 37.19934, -77.46728 37.19933)",2021
110-05439,1.384,21208,1.03,1.03,1.03,1.08,1.07,1.09,1.11,1.13,132.616,"LINESTRING (-77.46728 37.19933, -77.46774 37.19931, -77.46824 37.19928, -77.46897 37.19922, -77.46908 37.19921, -77.46952 37.19917, -77.46989 37.19913, -77.4703 37.19908, -77.47051 37.19905, -77.47083 37.19901, -77.47103 37.19898, -77.47135 37.19893, -77.47177 37.19886, -77.47208 37.19881, -77.4727 37.19869, -77.47329 37.19857, -77.4736 37.1985, -77.47392 37.19842, -77.47421 37.19835, -77.47451 37.19828, -77.47481 37.1982, -77.4755 37.19801, -77.47599 37.19787, -77.47612 37.19783, -77.47671 37.19763, -77.47781 37.19724, -77.47834 37.19703, -77.47879 37.19686, -77.47922 37.19668, -77.47975 37.19645, -77.48029 37.19619, -77.48106 37.19583, -77.48162 37.19554, -77.48205 37.1953, -77.48231 37.19515, -77.48284 37.19485, -77.48337 37.19452, -77.48363 37.19435, -77.48393 37.19416, -77.48441 37.19384, -77.4847 37.19364, -77.48541 37.19311, -77.48589 37.19274, -77.48635 37.19235, -77.48664 37.19211, -77.48687 37.1919, -77.48751 37.19128, -77.48761 37.19118, -77.48799 37.1908, -77.48833 37.19045, -77.48865 37.1901)",2021
110N05439,0.487,18986,1.02,1.02,1.03,1.06,1.05,1.07,1.08,1.1,10.37,"LINESTRING (-77.48865 37.1901, -77.48927 37.18935, -77.48962 37.18891, -77.49011 37.18822, -77.49053 37.1876, -77.49104 37.18675, -77.49115 37.18655, -77.49144 37.186, -77.49181 37.18522, -77.49214 37.18447, -77.49242 37.18375)",2021
110-05438,7.888,14280,1.03,1.02,1.03,1.06,1.05,1.07,1.1,1.11,,"LINESTRING (-77.49242 37.18375, -77.49272 37.18272, -77.49282 37.18236, -77.49286 37.1822, -77.49295 37.18182, -77.49303 37.18141, -77.49306 37.18122, -77.49317 37.18061, -77.49328 37.17983, -77.49343 37.17865, -77.49361 37.1775, -77.4938 37.17659, -77.49405 37.17576, -77.4943 37.17509, -77.49462 37.17435, -77.49498 37.17363, -77.49527 37.17311, -77.49561 37.17255, -77.49601 37.17198, -77.49645 37.1714, -77.49714 37.17056, -77.49807 37.16947, -77.49883 37.1686, -77.49999 37.16731, -77.50083 37.16633, -77.50217 37.16482, -77.50501 37.1616, -77.50602 37.16044, -77.50765 37.15858, -77.50867 37.15743, -77.50987 37.15603, -77.51082 37.15485, -77.51155 37.15384, -77.5122 37.15286, -77.5128 37.1519, -77.51331 37.151, -77.51373 37.15023, -77.51402 37.14962, -77.51433 37.14889, -77.51464 37.14815, -77.51505 37.14716, -77.51528 37.14641, -77.51558 37.14541, -77.51614 37.14348, -77.51655 37.1421, -77.51743 37.13901, -77.51776 37.13787, -77.51808 37.13686, -77.51862 37.13505, -77.51915 37.13324, -77.5195 37.13218, -77.51977 37.1314, -77.52002 37.13067, -77.52029 37.12999, -77.52052 37.12939, -77.52098 37.12842, -77.52155 37.12715, -77.5218 37.12665, -77.52219 37.12591, -77.52287 37.1247, -77.5233 37.12398, -77.52389 37.12303, -77.52468 37.12186, -77.52572 37.12046, -77.52657 37.11934, -77.52769 37.11802, -77.52827 37.11735, -77.52865 37.11692, -77.52914 37.11643, -77.52991 37.11566, -77.53159 37.11403, -77.53282 37.11289, -77.53404 37.11176, -77.53435 37.11148, -77.53604 37.10992, -77.53844 37.10773, -77.53957 37.10669, -77.54025 37.10603, -77.54069 37.10561, -77.54105 37.10527, -77.54153 37.1048, -77.54218 37.10417, -77.54281 37.10352, -77.54406 37.10222, -77.54529 37.10091, -77.54646 37.09956, -77.54725 37.09868, -77.5476 37.09826, -77.54772 37.09811, -77.54826 37.09745, -77.55054 37.09471, -77.55309 37.09165, -77.55464 37.08977, -77.55702 37.0869, -77.5572 37.08668, -77.55764 37.0862, -77.55801 37.0858, -77.55808 37.08573, -77.55833 37.08544, -77.55857 37.08517, -77.55872 37.085, -77.55898 37.08471)",2021
110N16029,0.417,17711,1.02,1.02,1.02,1.06,1.05,1.06,1.07,1.09,,"LINESTRING (-77.33461 37.31556, -77.33486 37.31494, -77.33505 37.31446, -77.33526 37.31392, -77.33593 37.31223, -77.33648 37.31082, -77.33689 37.3098)",2021
110-04771,3.024,17440,1.02,1.02,1.03,1.07,1.06,1.06,1.08,1.1,65.784,"LINESTRING (-77.33689 37.3098, -77.33728 37.30879, -77.33746 37.30828, -77.33761 37.30775, -77.33769 37.30735, -77.33773 37.30702, -77.33776 37.3067, -77.33777 37.30632, -77.33776 37.30594, -77.33773 37.3055, -77.33768 37.30516, -77.3376 37.30481, -77.33743 37.30423, -77.33721 37.30365, -77.33701 37.30324, -77.3368 37.30287, -77.33654 37.30244, -77.33593 37.30156, -77.33492 37.30014, -77.33394 37.29878, -77.33285 37.29722, -77.3324 37.29656, -77.33198 37.29594, -77.33176 37.29555, -77.33141 37.29492, -77.33098 37.29406, -77.33074 37.29354, -77.33057 37.29316, -77.3304 37.29268, -77.33031 37.29243, -77.33004 37.29158, -77.32983 37.29084, -77.32966 37.29004, -77.32954 37.28944, -77.32943 37.28868, -77.32938 37.28822, -77.32934 37.28738, -77.32932 37.2865, -77.32933 37.28599, -77.3294 37.28515, -77.32949 37.2843, -77.32961 37.28351, -77.32979 37.28255, -77.32996 37.2816, -77.33011 37.28073, -77.3303 37.27965, -77.33045 37.27874, -77.33067 37.27754, -77.33085 37.27649, -77.33089 37.27599, -77.33089 37.27558, -77.33088 37.27522, -77.33082 37.27467, -77.33073 37.27428, -77.33059 37.27381, -77.33036 37.27317, -77.33015 37.27272, -77.32993 37.27231, -77.32971 37.27197, -77.32946 37.27163, -77.3292 37.2713, -77.32894 37.271, -77.32862 37.27068, -77.32826 37.27036, -77.32805 37.27019, -77.32797 37.27013, -77.32775 37.26995, -77.32752 37.26977, -77.32727 37.26961, -77.32661 37.26922, -77.32614 37.26894)",2021
110N04771,0.532,11213,1.04,1.04,1.04,1.17,1.15,1.14,1.15,1.21,9.214,"LINESTRING (-77.32614 37.26894, -77.32527 37.26841, -77.32435 37.26784, -77.32422 37.26775, -77.32365 37.2674, -77.32296 37.26699, -77.32232 37.26659, -77.32216 37.26649, -77.32177 37.26625, -77.32158 37.26614, -77.32029 37.26535, -77.31925 37.26471, -77.31886 37.26445, -77.3185 37.26421)",2021
110-04770,5.796,11213,1.03,1.03,1.03,1.07,1.07,1.07,1.08,1.1,232.533,"LINESTRING (-77.3185 37.26421, -77.31823 37.26403, -77.31789 37.26377, -77.31752 37.26346, -77.31706 37.26305, -77.3166 37.2626, -77.31654 37.26254, -77.31573 37.26175, -77.31486 37.26086, -77.31321 37.25922, -77.31158 37.25756, -77.3096 37.25551, -77.30869 37.25456, -77.30701 37.25287, -77.30541 37.25129, -77.30433 37.25022, -77.30348 37.24936, -77.30289 37.2488, -77.30238 37.24829, -77.30179 37.2477, -77.3012 37.24712, -77.30053 37.24645, -77.29961 37.24548, -77.29907 37.24486, -77.29868 37.24435, -77.2983 37.24382, -77.29796 37.24329, -77.29764 37.24276, -77.2973 37.24212, -77.29699 37.24146, -77.29673 37.24076, -77.29651 37.24011, -77.29632 37.23944, -77.29617 37.23876, -77.29605 37.23798, -77.29575 37.23597, -77.29549 37.23428, -77.29526 37.23268, -77.29495 37.23065, -77.29468 37.22886, -77.29448 37.22752, -77.2942 37.22563, -77.29396 37.224, -77.29382 37.22314, -77.29373 37.22246, -77.29366 37.22183, -77.29364 37.22138, -77.29364 37.22091, -77.29369 37.2201, -77.29376 37.21954, -77.29387 37.21895, -77.29401 37.21837, -77.29423 37.21768, -77.29453 37.21694, -77.2949 37.21616, -77.29524 37.21555, -77.29558 37.21499, -77.29625 37.21384, -77.29735 37.21191, -77.29818 37.21047, -77.2985 37.20996, -77.2989 37.20935, -77.29938 37.20873, -77.29994 37.20807, -77.30053 37.20744, -77.30107 37.20691, -77.30165 37.20642, -77.30229 37.2059, -77.30277 37.20554, -77.30337 37.20513, -77.30404 37.20472, -77.30447 37.20446, -77.305 37.20417, -77.30609 37.20363, -77.30798 37.20271, -77.30974 37.20183, -77.3122 37.20063, -77.31343 37.20002, -77.31467 37.19941, -77.31582 37.19884, -77.31665 37.19843, -77.31997 37.19679, -77.32023 37.19666, -77.32049 37.19654, -77.3206 37.19649, -77.32102 37.19627)",2021
110N04770,0.909,11213,1.06,1.05,1.05,1.19,1.16,1.17,1.25,1.33,9.721,"LINESTRING (-77.32102 37.19627, -77.32306 37.19528, -77.32729 37.1932, -77.32801 37.19284, -77.32816 37.19277, -77.32844 37.19264, -77.32927 37.19224, -77.32991 37.19192, -77.3305 37.19161, -77.33119 37.19122, -77.33198 37.19074, -77.33252 37.19038, -77.33313 37.18994, -77.33378 37.18943, -77.33453 37.18879)",2021
110N04769,0.017,9371,1.04,1.04,1.04,1.13,1.11,1.13,1.14,1.18,0.0,"LINESTRING (-77.34536 37.16716, -77.34559 37.16699)",2021
110-04769,1.671,9371,1.04,1.03,1.04,1.1,1.09,1.1,1.11,1.13,56.433,"LINESTRING (-77.33453 37.18879, -77.33492 37.18841, -77.33498 37.18835, -77.3354 37.18796, -77.33552 37.18782, -77.33582 37.1875, -77.3361 37.18718, -77.33627 37.18699, -77.33669 37.18648, -77.33705 37.18602, -77.33739 37.18553, -77.33775 37.18495, -77.33796 37.18459, -77.33822 37.18412, -77.33849 37.18359, -77.33882 37.18285, -77.33902 37.18236, -77.3392 37.18186, -77.33934 37.18141, -77.33951 37.18074, -77.33965 37.18013, -77.33974 37.17958, -77.33983 37.17885, -77.33986 37.17838, -77.33988 37.17806, -77.33989 37.17742, -77.3399 37.17692, -77.33991 37.17627, -77.33992 37.1757, -77.33993 37.17496, -77.33995 37.17425, -77.33999 37.17372, -77.34004 37.17337, -77.34012 37.17302, -77.34029 37.17248, -77.34046 37.17204, -77.34072 37.1715, -77.34098 37.17105, -77.34108 37.1709, -77.34125 37.17065, -77.3414 37.17046, -77.34158 37.17024, -77.34202 37.16976, -77.34239 37.16942, -77.34292 37.16898, -77.34331 37.16866, -77.34344 37.16856, -77.34416 37.16802, -77.34502 37.16741, -77.34536 37.16716)",2021
110+04800,3.82,23698,1.02,1.02,1.03,1.04,1.05,1.06,1.08,1.06,,"LINESTRING (-77.35723 37.08381, -77.35712 37.08427, -77.35707 37.08445, -77.35699 37.08485, -77.35698 37.08494, -77.35693 37.08525, -77.3569 37.08558, -77.35689 37.08567, -77.35686 37.08611, -77.35686 37.08679, -77.35689 37.08739, -77.35694 37.08791, -77.35701 37.08834, -77.35717 37.08915, -77.35733 37.08979, -77.35748 37.09038, -77.35764 37.09099, -77.35787 37.09193, -77.35803 37.09255, -77.35827 37.09352, -77.35844 37.09432, -77.35855 37.09485, -77.35868 37.09555, -77.35876 37.09614, -77.35887 37.09709, -77.35893 37.09797, -77.35896 37.09862, -77.35901 37.1, -77.3591 37.10279, -77.35925 37.10764, -77.35926 37.10819, -77.35927 37.10873, -77.35928 37.10942, -77.35928 37.11029, -77.35927 37.11095, -77.35926 37.11182, -77.35925 37.11287, -77.35923 37.11388, -77.35919 37.11495, -77.35915 37.11591, -77.35907 37.11744, -77.35903 37.11799, -77.35897 37.1189, -77.35893 37.11952, -77.35888 37.12014, -77.35881 37.12099, -77.35872 37.12194, -77.35863 37.12288, -77.3585 37.12412, -77.35837 37.12535, -77.3582 37.12673, -77.358 37.12818, -77.35779 37.12963, -77.35759 37.13114, -77.35742 37.1324, -77.3573 37.13328, -77.35699 37.13557, -77.35667 37.13791, -77.35654 37.13884)",2021
110P04800,0.416,23694,1.02,1.02,1.03,1.05,1.04,1.06,1.09,1.07,,"LINESTRING (-77.35654 37.13884, -77.35634 37.14036, -77.35614 37.14192, -77.35602 37.14278, -77.35592 37.14343, -77.3558 37.14413, -77.35568 37.14482)",2021
110+04801,0.959,23678,1.03,1.02,1.03,1.06,1.05,1.07,1.1,1.09,,"LINESTRING (-77.35568 37.14482, -77.35556 37.1454, -77.35546 37.14588, -77.35513 37.14737, -77.35509 37.14755, -77.35474 37.14898, -77.35441 37.15025, -77.3541 37.15148, -77.35367 37.15319, -77.35348 37.15396, -77.35327 37.15474, -77.353 37.15568, -77.35286 37.15618, -77.35267 37.15667, -77.35256 37.15697, -77.35244 37.15726, -77.35233 37.15751, -77.3519 37.15834)",2021
110P04801,0.792,16255,1.03,1.03,1.03,1.07,1.06,1.08,1.1,1.1,31.282,"LINESTRING (-77.3519 37.15834, -77.35183 37.15853, -77.35155 37.15906, -77.3513 37.15955, -77.35102 37.16009, -77.35089 37.16035, -77.35082 37.16048, -77.35061 37.16089, -77.35042 37.16125, -77.35029 37.16151, -77.35017 37.1618, -77.35006 37.16213, -77.34995 37.16252, -77.34986 37.16293, -77.34982 37.1632, -77.3498 37.16348, -77.3498 37.16373, -77.34981 37.16412, -77.34987 37.16464, -77.34995 37.16521, -77.35003 37.16583, -77.35009 37.16632, -77.35017 37.16704, -77.35029 37.16792, -77.35032 37.16815, -77.35042 37.16894, -77.35048 37.16948)",2021
110+04802,0.169,16755,1.04,1.03,1.04,1.11,1.1,1.13,1.14,1.16,5.125,"LINESTRING (-77.35048 37.16948, -77.35064 37.17072, -77.35067 37.17098, -77.3508 37.17191)",2021
110P04802,0.485,19738,1.04,1.03,1.04,1.08,1.08,1.1,1.1,1.13,44.95,"LINESTRING (-77.3508 37.17191, -77.35089 37.17255, -77.35098 37.1731, -77.35108 37.17365, -77.35116 37.17403, -77.35129 37.17459, -77.35143 37.1751, -77.35154 37.17547, -77.35163 37.17579, -77.35173 37.17612, -77.35186 37.17652, -77.352 37.17697, -77.35218 37.17747, -77.35244 37.17817, -77.35268 37.17875)",2021
110+04803,0.522,20132,1.03,1.03,1.04,1.08,1.07,1.08,1.09,1.1,28.952,"LINESTRING (-77.35268 37.17875, -77.35279 37.17901, -77.35297 37.1794, -77.35323 37.17993, -77.35348 37.18046, -77.35356 37.18064, -77.35404 37.18163, -77.35408 37.18172, -77.35443 37.18245, -77.35505 37.18375, -77.35576 37.18524, -77.35604 37.18581)",2021
110P04803,0.616,23689,1.03,1.03,1.03,1.09,1.07,1.09,1.1,1.11,56.153,"LINESTRING (-77.35604 37.18581, -77.35683 37.18743, -77.3582 37.19028, -77.35841 37.19072, -77.3585 37.19089, -77.35858 37.19106, -77.35868 37.19125, -77.35911 37.19215, -77.36004 37.19414)",2021
110+04804,1.424,26129,1.03,1.03,1.03,1.08,1.06,1.08,1.09,1.1,,"LINESTRING (-77.36004 37.19414, -77.3602 37.19445, -77.36039 37.19485, -77.36085 37.19579, -77.36094 37.19599, -77.36376 37.20187, -77.36404 37.20245, -77.36418 37.20274, -77.36448 37.20332, -77.36475 37.20378, -77.36505 37.20427, -77.36537 37.20476, -77.36572 37.20526, -77.36615 37.20583, -77.36651 37.20627, -77.36685 37.20666, -77.36725 37.20711, -77.36763 37.20751, -77.368 37.2079, -77.36839 37.20827, -77.36889 37.20871, -77.36941 37.20914, -77.36998 37.20959, -77.3703 37.20981, -77.37086 37.21021, -77.37147 37.21061, -77.37299 37.21151)",2021
110P04804,0.482,23382,1.04,1.03,1.04,1.08,1.07,1.09,1.11,1.13,,"LINESTRING (-77.37299 37.21151, -77.37321 37.21162, -77.37376 37.2119, -77.37426 37.21214, -77.3751 37.21252, -77.37594 37.21288, -77.37685 37.21327, -77.37703 37.21334, -77.37811 37.21379, -77.37939 37.21433, -77.38067 37.21487)",2021
110+04805,0.037,22673,1.04,1.04,1.04,1.1,1.09,1.11,1.12,1.15,,"LINESTRING (-77.38067 37.21487, -77.38096 37.21499, -77.38127 37.21512)",2021
110P04805,0.522,22673,1.05,1.04,1.05,1.13,1.12,1.15,1.16,1.21,,"LINESTRING (-77.38127 37.21512, -77.38397 37.21626, -77.38502 37.21669, -77.38698 37.21752, -77.38727 37.21764, -77.38781 37.21786, -77.38854 37.21818, -77.3887 37.21826, -77.38894 37.21838, -77.38909 37.21847, -77.38929 37.21859, -77.38954 37.21879)",2021
110+04806,0.153,28057,1.07,1.06,1.07,1.2,1.17,1.22,1.3,1.43,205.772,"LINESTRING (-77.38954 37.21879, -77.3897 37.21893, -77.38991 37.2191, -77.39004 37.21922, -77.39026 37.21946, -77.39047 37.21971, -77.3907 37.22001, -77.39089 37.22031, -77.39105 37.22063)",2021
110P04806,0.342,34173,1.04,1.03,1.04,1.09,1.08,1.12,1.13,1.14,794.247,"LINESTRING (-77.39105 37.22063, -77.39132 37.22127, -77.39159 37.22196, -77.39169 37.22223, -77.39195 37.22289, -77.39217 37.2234, -77.39237 37.22378, -77.39268 37.22428, -77.39285 37.22453, -77.39318 37.22495, -77.39336 37.22521)",2021
110+04807,0.018,54824,1.03,1.03,1.04,1.07,1.09,1.12,1.13,1.11,0.0,"LINESTRING (-77.39336 37.22521, -77.39355 37.22543)",2021
110P04807,0.189,54824,1.03,1.03,1.04,1.07,1.08,1.12,1.12,1.1,742.759,"LINESTRING (-77.39355 37.22543, -77.39382 37.22577, -77.39438 37.22649, -77.39464 37.22689, -77.39472 37.22702, -77.39496 37.22745, -77.39512 37.22777, -77.39515 37.22784)",2021
110+04808,0.096,54824,1.02,1.02,1.04,1.06,1.08,1.13,1.12,1.11,390.379,"LINESTRING (-77.39515 37.22784, -77.39533 37.22834, -77.39551 37.22889, -77.39559 37.22918)",2021
110P04808,0.312,55197,1.02,1.03,1.04,1.06,1.08,1.13,1.11,1.1,1671.329,"LINESTRING (-77.39559 37.22918, -77.39567 37.22955, -77.39571 37.22988, -77.39575 37.2305, -77.39573 37.2312, -77.39567 37.23235, -77.39563 37.23315, -77.3956 37.23368)",2021
110+04809,0.546,55115,1.03,1.04,1.04,1.09,1.1,1.16,1.14,1.13,1859.819,"LINESTRING (-77.3956 37.23368, -77.39558 37.23402, -77.39558 37.23429, -77.39556 37.23461, -77.39556 37.23471, -77.39556 37.23475, -77.39556 37.23484, -77.39555 37.23517, -77.39549 37.2358, -77.39545 37.23647, -77.39543 37.23677, -77.39538 37.23755, -77.39534 37.23842, -77.39533 37.23852, -77.39531 37.23879, -77.3953 37.23935, -77.39524 37.24016, -77.3952 37.24063, -77.39516 37.24092, -77.39513 37.24105, -77.3951 37.24115, -77.39502 37.24137, -77.39495 37.24155)",2021
110P04809,0.104,48903,1.03,1.03,1.04,1.07,1.07,1.11,1.09,1.11,328.031,"LINESTRING (-77.39495 37.24155, -77.39488 37.24172, -77.39482 37.24185, -77.3947 37.24209, -77.3945 37.24241, -77.39426 37.24278, -77.39418 37.24292)",2021
110+04810,0.867,48903,1.03,1.03,1.04,1.06,1.06,1.1,1.1,1.11,3773.73,"LINESTRING (-77.39418 37.24292, -77.39409 37.24307, -77.39399 37.24324, -77.39391 37.24337, -77.39373 37.24371, -77.39359 37.24401, -77.39349 37.24426, -77.39343 37.24441, -77.39332 37.24472, -77.39324 37.24496, -77.39313 37.2453, -77.39304 37.24571, -77.39298 37.24611, -77.39295 37.24674, -77.39296 37.24729, -77.39305 37.24793, -77.39317 37.2485, -77.39328 37.24887, -77.39339 37.24918, -77.39355 37.24956, -77.3937 37.24986, -77.39389 37.2502, -77.3941 37.25055, -77.39432 37.25086, -77.39498 37.25178, -77.39577 37.25286, -77.3962 37.25345, -77.39633 37.25363, -77.39636 37.25367, -77.39678 37.25423, -77.39687 37.25435, -77.39692 37.25442, -77.39701 37.25454)",2021
110P04810,0.568,54370,1.02,1.02,1.02,1.05,1.05,1.07,1.09,1.1,2557.693,"LINESTRING (-77.39701 37.25454, -77.39709 37.25465, -77.39713 37.2547, -77.39745 37.25515, -77.39779 37.25561, -77.39808 37.25605, -77.3983 37.25643, -77.39846 37.25673, -77.3986 37.25705, -77.39873 37.25738, -77.3988 37.25758, -77.39882 37.25763, -77.39887 37.25781, -77.39893 37.25804, -77.39898 37.25827, -77.39903 37.25856, -77.39907 37.25889, -77.39908 37.25902, -77.39908 37.25908, -77.39909 37.25926, -77.3991 37.25951, -77.3991 37.25969, -77.39908 37.25991, -77.39904 37.2604, -77.39901 37.2606, -77.39897 37.26081, -77.39886 37.26124, -77.39878 37.2615, -77.39868 37.26178, -77.39857 37.26205, -77.39843 37.26235)",2021
